,addExpiresOrCacheControlHeaders,compressHttp,domainsNumber,dontResizeImageInBrowser,emptySrcTag,externalizeCss,externalizeJs,httpError,httpRequests,jsValidate,maxCookiesLength,minifiedJs,noRedirect,plugins,printStyleSheet,socialNetworkButton,styleSheets,useETags,useStandardTypefaces,viewport,serverResponseTime,mainthreadWorkBreakdown,bootupTime,fontDisplay,thirdPartySummary,thirdPartyFacades,lcpLazyLoaded,longTasks,nonCompositedAnimations,domSize,usesLongCacheTtl,usesResponsiveImages,offscreenImages,unusedCssRules,unusedJavascript,usesOptimizedImages,modernImageFormats,usesTextCompression,usesHttp2,efficientAnimatedContent,legacyJavascript,totalByteWeight,noDocumentWrite,layoutShiftElements,usesPassiveEventListeners,classe_nbRequest,classe_responsesSize,classe_domSize,classe_largestContentfulPaint,classe_cumulativeLayoutShift,classe_firstContentfulPaint,classe_speedIndex,classe_totalBlockingTime,classe_interactive,RandomNumber
234,100,75,0,35,100,0,0,100,20,0,100,0,35,100,0,100,20,0,0,100,100,10.0,53.0,100,0,0,100,0,0,0.0,35.0,0.0,36.0,75.0,31.0,100.0,88.0,100.0,100.0,100.0,100.0,83.0,100,0,100,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,71.0
235,100,75,0,0,100,0,0,100,35,0,100,0,100,100,0,100,35,0,0,100,100,11.0,46.0,0,0,0,100,0,0,14.000000000000002,0.0,88.0,75.0,46.0,28.999999999999996,0.0,0.0,100.0,100.0,100.0,88.0,10.0,100,0,100,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,64.0
236,20,75,0,0,0,0,0,50,20,0,100,0,75,100,0,100,50,0,0,100,0,11.0,45.0,100,0,0,100,0,0,8.0,10.0,100.0,100.0,49.0,14.000000000000002,62.0,62.0,100.0,100.0,100.0,49.0,31.0,100,0,0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,24.0
237,0,75,0,35,100,0,0,100,35,0,100,0,35,100,0,100,35,0,0,100,0,16.0,43.0,0,0,0,100,0,0,76.0,16.0,100.0,100.0,67.0,34.0,100.0,91.0,100.0,100.0,100.0,88.0,100.0,100,0,0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,85.0
238,75,75,0,0,100,50,0,100,20,0,100,0,100,100,0,100,0,50,0,100,100,10.0,43.0,100,0,0,0,0,0,100.0,35.0,100.0,100.0,100.0,26.0,0.0,0.0,100.0,100.0,100.0,100.0,99.0,0,0,0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,19.0
239,0,75,0,100,100,0,0,100,35,0,100,0,75,100,0,100,100,0,0,100,0,16.0,63.0,0,0,0,100,0,0,98.0,11.0,88.0,88.0,38.0,45.0,0.0,0.0,100.0,100.0,100.0,100.0,24.0,100,0,0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,74.0
240,0,75,100,100,100,100,100,50,65,0,100,0,100,100,0,100,35,100,100,100,100,71.0,92.0,100,100,0,0,0,0,98.0,96.0,100.0,100.0,47.0,36.0,44.0,13.0,100.0,100.0,100.0,100.0,95.0,100,0,100,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,69.0
241,0,75,0,0,100,0,0,100,0,0,100,0,100,100,0,100,0,0,0,100,100,6.0,86.0,0,100,0,100,0,0,10.0,60.0,88.0,100.0,57.99999999999999,41.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,100,0,100,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0
242,75,75,0,0,100,0,0,100,20,0,100,0,75,100,0,100,0,50,0,100,0,16.0,41.0,0,0,0,100,0,0,0.0,41.0,0.0,56.99999999999999,56.99999999999999,28.999999999999996,100.0,32.0,100.0,100.0,100.0,87.0,32.0,100,0,0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,15.0
243,0,75,20,100,100,50,0,0,65,0,100,35,75,100,100,35,65,0,100,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,79.0
244,0,75,0,20,100,0,0,100,50,0,100,0,75,100,0,100,75,0,0,100,100,18.0,84.0,100,0,0,100,0,0,54.0,36.0,74.0,100.0,100.0,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,50.0
245,50,75,0,100,100,0,0,100,20,0,100,0,75,100,0,35,0,0,100,100,100,30.0,56.99999999999999,0,0,0,100,0,0,86.0,34.0,32.0,100.0,67.0,33.0,100.0,67.0,100.0,100.0,100.0,100.0,97.0,100,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,24.0
246,50,65,0,0,100,0,0,0,0,0,100,0,35,100,0,100,0,0,0,100,0,99.0,98.0,100,100,0,100,0,0,100.0,88.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,59.0,100.0,100.0,100.0,0,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,88.0
247,0,0,75,100,100,100,100,50,100,0,100,0,35,100,0,100,100,0,100,0,100,100.0,100.0,100,0,0,0,0,0,100.0,48.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.99999999999999,100.0,100.0,100.0,100,0,100,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,92.0
248,0,75,100,100,100,100,75,100,65,0,100,0,100,100,0,100,100,100,100,100,100,96.0,99.0,0,100,0,0,0,0,100.0,82.0,100.0,100.0,67.0,57.99999999999999,100.0,72.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,93.0
249,20,75,0,0,100,20,0,100,20,0,100,0,0,100,0,100,0,0,0,100,100,51.0,74.0,0,100,0,100,0,0,100.0,28.999999999999996,100.0,100.0,100.0,45.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,16.0
250,50,75,0,0,100,0,0,50,20,0,100,35,0,100,0,100,0,0,0,100,100,100.0,100.0,0,100,0,100,0,0,100.0,13.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,45.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,73.0
251,0,75,100,100,100,100,50,0,100,50,100,0,100,100,0,100,100,0,100,0,100,98.0,97.0,100,0,0,0,0,0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0,100,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,88.0
252,100,75,35,0,100,50,0,100,35,0,100,0,35,100,0,100,20,0,0,100,0,76.0,84.0,0,0,0,100,0,0,100.0,4.0,100.0,46.0,73.0,36.0,100.0,23.0,73.0,19.0,100.0,100.0,100.0,100,0,0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,37.0
253,50,75,0,35,100,75,0,100,75,0,100,0,0,100,0,100,100,0,100,100,0,80.0,98.0,0,100,0,0,0,0,40.0,2.0,100.0,100.0,75.0,47.0,100.0,16.0,100.0,100.0,100.0,100.0,95.0,100,0,0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,61.0
254,75,75,0,35,0,0,0,0,20,0,100,35,75,100,0,35,0,0,0,100,100,49.0,74.0,0,0,0,100,0,0,96.0,17.0,74.0,56.99999999999999,41.0,26.0,100.0,50.0,100.0,22.0,100.0,100.0,92.0,100,0,0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
255,0,75,20,100,100,0,0,100,35,0,100,100,75,100,0,100,100,0,0,100,100,19.0,45.0,100,0,0,100,0,0,91.0,2.0,13.0,70.0,94.0,34.0,15.0,0.0,100.0,100.0,100.0,100.0,90.0,0,0,100,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,78.0
256,100,75,20,0,100,0,0,100,35,0,100,0,35,100,0,100,0,0,0,100,100,14.000000000000002,51.0,0,0,0,100,0,0,100.0,0.0,100.0,100.0,66.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,28.000000000000004,0,0,0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,14.0
257,0,0,100,100,100,100,100,50,100,100,100,0,100,100,0,100,100,0,100,100,0,79.0,89.0,0,100,0,0,0,0,97.0,42.0,78.0,100.0,69.0,41.0,100.0,100.0,40.0,71.0,100.0,100.0,100.0,100,0,100,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,47.0
258,75,75,35,0,100,0,0,0,0,0,100,0,0,100,0,100,0,0,0,100,100,28.000000000000004,81.0,0,100,0,100,0,0,76.0,20.0,0.0,100.0,37.0,37.0,87.0,0.0,100.0,100.0,100.0,100.0,75.0,100,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,86.0
259,0,75,0,0,100,0,0,100,35,0,100,0,35,100,0,100,35,0,0,100,100,1.0,37.0,0,100,0,100,0,0,89.0,90.0,45.0,100.0,100.0,75.0,75.0,48.0,100.0,0.0,100.0,100.0,100.0,100,0,0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,42.0
260,75,75,0,0,100,0,0,100,35,0,100,0,75,100,0,35,0,0,0,100,100,7.000000000000001,32.0,0,0,0,0,0,0,99.0,27.0,0.0,100.0,65.0,36.0,22.0,0.0,100.0,100.0,100.0,100.0,4.0,100,0,100,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,36.0
261,0,75,0,0,100,75,50,100,20,0,100,20,0,100,100,100,0,0,0,100,100,42.0,85.0,0,100,0,0,0,0,74.0,94.0,100.0,50.0,46.0,49.0,100.0,43.0,100.0,100.0,100.0,100.0,100.0,100,0,0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,11.0
262,0,75,100,100,100,75,0,100,35,0,100,35,75,100,0,100,20,75,100,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,21.0
263,0,75,50,100,100,20,20,50,75,0,100,0,75,100,0,100,65,0,0,0,100,100.0,100.0,100,0,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,97.0
264,100,75,65,35,100,0,0,50,35,0,100,0,75,100,0,100,20,0,0,0,0,55.00000000000001,73.0,100,0,0,100,0,0,100.0,44.0,100.0,71.0,100.0,44.0,100.0,71.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,92.0
265,0,75,20,35,100,50,20,100,75,0,100,0,75,100,0,100,35,0,0,0,100,100.0,100.0,100,0,0,100,0,0,100.0,48.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,46.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,65.0
266,20,75,0,0,100,20,0,100,20,0,100,0,0,100,0,100,0,0,0,100,100,100.0,100.0,100,100,0,0,0,0,100.0,68.0,100.0,100.0,100.0,100.0,100.0,52.0,100.0,100.0,100.0,100.0,100.0,0,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,85.0
267,0,75,100,100,100,100,50,0,100,0,100,20,100,100,0,100,100,0,100,100,100,34.0,79.0,0,100,0,0,0,0,74.0,94.0,100.0,62.0,43.0,49.0,100.0,43.0,100.0,100.0,100.0,100.0,100.0,100,0,0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,16.0
268,0,75,35,0,100,0,0,100,35,0,100,20,75,100,0,100,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,100.0
269,0,75,75,35,100,100,50,100,100,0,100,0,75,100,0,100,100,0,100,0,100,100.0,100.0,0,100,0,100,0,0,100.0,26.0,100.0,100.0,100.0,100.0,49.0,49.0,100.0,100.0,100.0,100.0,100.0,0,0,100,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
270,0,75,75,100,100,20,0,100,50,0,100,0,75,100,100,100,35,75,100,100,0,0.0,56.99999999999999,0,0,0,100,0,0,12.0,21.0,7.000000000000001,36.0,54.0,35.0,48.0,0.0,74.0,48.0,100.0,100.0,82.0,100,0,0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,61.0
271,50,75,0,0,100,0,0,50,20,0,100,35,35,100,0,100,0,0,0,100,100,49.0,93.0,0,100,0,100,0,0,85.0,100.0,78.0,100.0,85.0,67.0,100.0,47.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,58.0
272,75,75,0,0,100,0,0,100,35,0,100,0,75,100,0,35,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,80.0
273,50,75,0,100,100,20,0,100,35,0,100,0,75,100,0,100,20,0,0,100,100,100.0,100.0,100,100,0,100,0,0,100.0,8.0,32.0,100.0,88.0,75.0,24.0,1.0,100.0,45.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0
274,100,75,35,0,100,0,0,100,20,0,100,0,35,100,0,100,0,0,0,100,0,69.0,98.0,100,100,0,0,0,0,100.0,23.0,100.0,100.0,40.0,53.0,26.0,0.0,81.0,100.0,100.0,100.0,84.0,100,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,92.0
275,20,75,20,0,100,0,0,100,35,0,100,100,35,100,0,100,100,0,0,100,0,20.0,71.0,0,100,0,100,0,0,100.0,1.0,100.0,100.0,48.0,26.0,100.0,34.0,100.0,52.0,100.0,75.0,100.0,100,0,100,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,21.0
276,0,75,0,0,100,0,0,100,20,0,100,0,35,100,0,100,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0
277,0,75,50,100,100,20,20,50,75,0,100,0,75,100,0,100,65,0,0,100,100,96.0,98.0,0,100,0,100,0,0,100.0,20.0,100.0,100.0,100.0,64.0,100.0,59.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,79.0
278,0,0,100,20,100,100,0,100,50,50,100,0,100,100,0,100,100,100,100,100,0,2.0,21.0,0,0,0,0,0,0,99.0,27.0,0.0,100.0,96.0,34.0,26.0,0.0,57.99999999999999,100.0,100.0,100.0,4.0,100,0,100,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,61.0
279,50,65,0,0,100,0,0,100,20,0,100,0,75,100,0,100,0,0,0,0,100,95.0,95.0,100,100,0,0,0,0,100.0,7.000000000000001,100.0,100.0,100.0,35.0,100.0,100.0,100.0,27.0,100.0,100.0,100.0,0,0,100,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0
280,0,75,35,20,100,0,0,100,20,0,100,0,0,100,0,100,0,50,0,100,0,0.0,10.0,0,0,0,0,0,0,99.0,0.0,10.0,57.99999999999999,48.0,0.0,48.0,0.0,100.0,100.0,100.0,100.0,24.0,100,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0
281,20,75,0,100,100,20,0,100,20,0,100,35,0,100,0,100,65,0,0,100,0,3.0,36.0,0,0,0,100,0,0,75.0,11.0,100.0,39.0,75.0,20.0,100.0,67.0,100.0,100.0,38.0,100.0,93.0,100,0,100,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,52.0
282,0,75,0,0,100,100,0,50,20,0,100,0,35,100,100,100,20,0,0,100,100,95.0,98.0,0,100,0,100,0,0,100.0,79.0,100.0,100.0,90.0,42.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,19.0
283,50,75,75,0,100,75,100,100,75,0,100,100,100,100,0,100,100,0,100,100,100,22.0,79.0,0,0,0,100,0,0,76.0,20.0,0.0,100.0,34.0,39.0,88.0,0.0,100.0,100.0,100.0,100.0,75.0,100,0,0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0
284,75,75,0,100,100,0,0,100,35,0,100,0,0,100,0,20,35,0,100,100,100,88.0,99.0,100,100,0,100,0,0,99.0,4.0,74.0,100.0,66.0,74.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,100.0
285,0,75,0,0,100,0,0,100,20,0,100,0,0,100,0,100,0,0,0,100,100,55.00000000000001,89.0,100,100,0,100,0,0,97.0,59.0,88.0,13.0,57.99999999999999,43.0,100.0,43.0,100.0,100.0,100.0,100.0,100.0,100,0,0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0
286,0,0,100,100,100,100,75,100,75,50,100,0,100,100,0,100,100,0,100,0,100,100.0,100.0,100,100,0,100,0,0,100.0,7.000000000000001,100.0,100.0,100.0,100.0,62.0,43.0,100.0,41.0,100.0,100.0,100.0,0,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,27.0
287,0,0,100,100,100,100,50,50,75,0,100,0,100,100,0,100,100,0,100,100,100,54.0,97.0,0,100,0,0,0,0,100.0,54.0,100.0,100.0,67.0,75.0,100.0,57.99999999999999,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11.0
288,0,75,75,100,100,100,0,100,75,0,100,0,35,100,0,100,75,0,100,100,100,69.0,95.0,100,100,0,100,0,0,98.0,73.0,27.0,100.0,75.0,41.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100,0,0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,45.0
289,100,75,35,100,100,0,0,100,35,0,100,100,75,100,0,100,100,50,0,100,100,97.0,99.0,0,100,0,100,0,0,100.0,96.0,100.0,100.0,100.0,88.0,100.0,26.0,100.0,100.0,100.0,100.0,100.0,100,0,0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,83.0
290,75,65,0,0,100,0,0,0,35,0,100,0,75,100,0,100,35,0,0,100,100,42.0,80.0,0,0,0,100,0,0,21.0,37.0,57.99999999999999,100.0,100.0,34.0,100.0,57.99999999999999,100.0,100.0,100.0,100.0,100.0,100,0,0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,22.0
291,100,75,100,100,100,100,0,50,100,0,100,100,100,100,0,100,65,0,100,100,100,43.0,92.0,0,100,0,100,0,0,94.0,100.0,74.0,74.0,28.999999999999996,32.0,100.0,56.99999999999999,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,6.0
292,100,75,50,0,100,20,0,100,65,0,100,35,75,100,0,100,100,0,0,100,100,76.0,86.0,0,0,0,0,0,0,100.0,53.0,74.0,100.0,87.0,23.0,16.0,9.0,100.0,100.0,100.0,100.0,99.0,100,0,100,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,26.0
293,0,75,0,0,100,50,20,100,35,0,100,0,100,100,0,100,20,0,0,100,100,52.0,87.0,0,100,0,0,0,0,13.0,81.0,100.0,100.0,100.0,62.0,100.0,0.0,100.0,100.0,100.0,100.0,4.0,100,0,100,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,69.0
294,0,75,0,100,100,0,0,100,35,0,100,20,35,100,0,100,100,0,0,100,100,86.0,99.0,0,100,0,0,0,0,100.0,28.000000000000004,100.0,72.0,52.0,100.0,72.0,23.0,100.0,100.0,100.0,100.0,99.0,100,0,100,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,94.0
295,100,75,65,100,100,0,0,100,35,0,100,0,35,100,0,100,0,0,0,0,100,21.0,67.0,0,0,0,0,0,0,100.0,23.0,100.0,100.0,57.99999999999999,18.0,100.0,24.0,100.0,24.0,100.0,100.0,97.0,100,0,0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,93.0
296,100,75,0,0,100,20,0,100,65,0,100,35,75,100,0,100,75,0,0,100,100,83.0,96.0,0,100,0,100,0,0,98.0,0.0,100.0,100.0,74.0,45.0,0.0,0.0,100.0,100.0,100.0,100.0,23.0,100,0,100,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,26.0
297,0,75,0,20,100,20,100,100,35,0,100,100,75,100,0,100,0,0,0,100,0,100.0,100.0,100,0,0,0,0,0,100.0,52.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,13.0
298,0,75,0,0,100,0,0,100,20,0,100,35,100,100,0,35,20,0,0,100,100,59.0,87.0,0,100,0,100,0,0,81.0,2.0,43.0,100.0,100.0,39.0,100.0,48.0,100.0,67.0,100.0,100.0,62.0,100,0,0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,29.0
299,100,65,65,100,100,100,0,100,75,0,100,100,100,100,100,100,65,0,100,100,0,28.999999999999996,69.0,0,0,0,0,0,0,100.0,15.0,74.0,41.0,88.0,24.0,100.0,32.0,100.0,100.0,100.0,100.0,0.0,100,0,0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,13.0
300,50,75,0,0,0,75,0,100,35,0,100,0,100,100,0,100,20,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,69.0
301,0,75,0,0,100,0,0,100,35,0,100,35,75,100,0,100,100,0,0,100,100,82.0,99.0,0,100,0,100,0,0,60.0,54.0,48.0,100.0,74.0,41.0,15.0,0.0,100.0,100.0,74.0,100.0,60.0,100,0,100,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,49.0
302,0,0,65,100,100,100,20,0,35,0,100,0,35,100,0,100,75,50,100,100,100,37.0,52.0,100,0,0,100,0,0,30.0,73.0,56.99999999999999,100.0,75.0,100.0,57.99999999999999,41.0,100.0,48.0,100.0,100.0,100.0,100,0,0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,60.0
303,0,75,100,100,100,50,20,100,75,0,100,100,75,100,0,100,35,0,100,100,0,100.0,100.0,100,0,0,100,0,0,100.0,25.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,45.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,72.0
304,0,75,0,0,100,50,0,0,35,0,100,0,0,100,0,100,65,0,0,100,100,11.0,55.00000000000001,0,0,0,100,0,0,25.0,0.0,38.0,100.0,57.99999999999999,4.0,57.99999999999999,0.0,100.0,0.0,100.0,57.99999999999999,2.0,100,0,0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,100.0
305,75,75,0,0,100,0,0,0,20,0,100,0,75,100,0,100,20,50,0,100,0,76.0,92.0,0,100,0,100,0,0,99.0,2.0,100.0,100.0,100.0,75.0,100.0,9.0,100.0,100.0,100.0,100.0,99.0,100,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,93.0
306,75,75,0,0,100,0,0,100,35,0,100,0,100,100,100,35,0,0,0,100,0,26.0,74.0,0,0,0,100,0,0,66.0,44.0,0.0,20.0,90.0,42.0,1.0,0.0,87.0,73.0,100.0,100.0,78.0,0,0,100,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,35.0
307,0,75,0,0,100,0,0,100,35,0,100,35,0,100,0,100,0,50,0,100,100,33.0,64.0,0,0,0,100,0,0,83.0,60.0,100.0,100.0,100.0,67.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,82.0
308,75,75,50,20,100,0,0,100,20,0,100,0,75,100,0,100,0,75,0,0,100,100.0,100.0,100,100,0,100,0,0,100.0,15.0,100.0,100.0,100.0,75.0,100.0,57.99999999999999,75.0,72.0,100.0,100.0,100.0,0,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,14.0
309,0,75,100,100,100,75,20,100,65,0,100,0,100,100,0,100,0,0,100,0,100,100.0,100.0,100,100,0,100,0,0,100.0,34.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,100.0,100,0,100,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,46.0
310,50,75,0,35,100,50,50,100,35,0,100,0,35,100,0,100,0,0,0,100,100,7.000000000000001,23.0,100,0,0,0,0,0,19.0,15.0,75.0,100.0,87.0,6.0,100.0,100.0,100.0,100.0,100.0,84.0,89.0,0,0,0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,95.0
311,100,75,100,0,100,0,0,100,75,0,100,0,35,100,0,100,65,0,100,100,100,96.0,99.0,100,0,0,100,0,0,100.0,100.0,46.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,40.0
312,100,65,20,0,100,100,0,100,35,0,100,35,0,100,0,100,50,0,0,100,100,70.0,87.0,0,0,0,100,0,0,100.0,38.0,38.0,100.0,75.0,25.0,0.0,0.0,100.0,100.0,100.0,100.0,90.0,100,0,100,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,93.0
313,0,75,0,0,100,0,0,100,20,0,100,100,100,100,0,100,75,50,0,100,100,23.0,46.0,100,100,0,0,0,0,100.0,8.0,49.0,40.0,100.0,62.0,100.0,100.0,100.0,77.0,100.0,62.0,100.0,100,0,100,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,100.0
314,0,0,100,100,100,100,0,100,65,0,100,0,35,100,0,100,50,0,100,0,100,100.0,100.0,100,0,0,100,0,0,99.0,34.0,100.0,100.0,100.0,100.0,88.0,57.99999999999999,88.0,75.0,100.0,100.0,100.0,0,0,100,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,81.0
315,0,0,0,100,100,0,0,100,35,0,100,0,75,100,0,100,0,0,0,100,100,37.0,77.0,100,0,0,100,0,0,49.0,26.0,65.0,65.0,100.0,28.999999999999996,74.0,46.0,100.0,100.0,100.0,87.0,100.0,100,0,100,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,75.0
