,addExpiresOrCacheControlHeaders,compressHttp,domainsNumber,dontResizeImageInBrowser,emptySrcTag,externalizeCss,externalizeJs,httpError,httpRequests,jsValidate,maxCookiesLength,minifiedJs,noRedirect,plugins,printStyleSheet,socialNetworkButton,styleSheets,useETags,useStandardTypefaces,viewport,serverResponseTime,mainthreadWorkBreakdown,bootupTime,fontDisplay,thirdPartySummary,thirdPartyFacades,lcpLazyLoaded,longTasks,nonCompositedAnimations,domSize,usesLongCacheTtl,usesResponsiveImages,offscreenImages,unusedCssRules,unusedJavascript,usesOptimizedImages,modernImageFormats,usesTextCompression,usesHttp2,efficientAnimatedContent,legacyJavascript,totalByteWeight,noDocumentWrite,layoutShiftElements,usesPassiveEventListeners
428,100,75,20,100,100,0,0,100,65,0,100,0,35,100,0,100,50,0,0,100,0,23,49,0,0,0,0,0,0,100,71,100,73,86,46,100,100,100,100,100,100,100,0,0,0
429,100,75,50,0,100,0,0,100,20,0,100,0,75,100,0,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,100,75,75,100,100,100,50,100,100,0,100,100,100,100,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,100,75,65,100,100,75,50,100,100,0,100,100,100,100,0,100,100,100,100,100,100,42,82,0,0,0,100,0,0,99,100,75,100,75,37,2,0,100,100,100,100,67,0,0,100
432,75,75,50,100,100,20,0,100,65,0,100,0,75,100,0,100,35,0,50,100,100,63,83,100,0,0,100,0,0,99,57,100,100,100,75,100,100,100,100,100,100,100,100,0,100
433,0,65,0,0,100,0,0,100,20,0,100,0,0,100,0,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,75,75,0,100,100,100,0,100,20,0,100,0,0,100,0,100,20,0,0,100,0,2,10,0,0,0,0,0,0,93,3,100,100,75,100,58,25,100,100,100,100,100,100,0,0
435,100,75,0,100,100,0,0,100,35,0,100,100,75,100,0,100,100,0,0,100,100,94,100,0,100,0,100,0,0,100,69,100,100,44,100,100,87,100,100,100,100,100,100,0,100
436,0,75,65,100,100,75,100,100,75,100,100,0,0,100,0,100,100,75,100,100,100,12,34,0,0,0,0,0,0,100,11,100,100,64,24,100,50,59,87,100,100,95,0,0,100
437,0,75,0,35,100,0,0,100,75,0,100,0,75,100,0,100,65,0,0,100,100,22,46,0,0,0,100,0,0,96,2,100,36,48,10,100,50,76,100,100,100,95,100,0,0
438,0,75,0,0,100,0,0,50,20,0,100,35,0,100,0,100,0,0,0,100,0,2,23,0,0,0,0,0,0,11,0,100,50,41,0,100,100,21,100,100,87,3,100,0,0
439,0,75,0,0,0,0,0,100,20,0,100,20,75,100,100,35,35,0,0,0,100,100,100,0,0,0,0,0,0,100,62,100,100,100,100,100,100,100,100,100,100,100,100,0,100
440,75,75,0,0,100,0,0,100,20,0,100,0,75,100,0,100,0,0,0,100,0,99,100,100,0,0,0,0,0,95,92,0,100,100,48,25,9,100,45,100,100,100,100,0,100
441,0,75,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,0,100,0,100,3,19,0,0,0,100,0,0,100,10,100,100,86,9,45,43,100,57,100,100,100,100,0,0
442,50,75,0,20,100,0,0,100,35,0,100,20,75,100,0,100,0,0,0,100,0,31,73,0,0,0,100,0,0,64,0,76,76,30,23,76,32,0,72,100,76,83,100,0,0
443,0,0,75,100,100,100,100,100,75,50,100,0,0,100,0,100,35,0,50,100,100,0,10,100,0,0,100,0,0,22,96,88,88,100,51,100,100,100,66,100,100,100,0,0,100
444,75,75,0,0,100,20,0,100,35,0,100,20,75,100,0,35,100,0,0,100,100,14,45,0,0,0,100,0,0,96,1,24,100,64,9,44,0,100,100,100,100,33,0,0,0
445,0,65,0,35,100,0,0,100,0,0,100,0,0,100,0,35,35,0,0,100,100,13,35,100,0,0,100,0,0,95,29,100,100,100,30,100,66,100,100,100,75,100,100,0,100
446,100,75,35,100,100,0,0,100,65,0,100,35,75,100,0,100,35,0,0,100,100,77,85,100,100,0,0,0,0,100,89,100,100,100,75,100,100,75,100,100,100,100,100,0,0
447,50,75,0,20,100,0,0,100,20,0,100,0,75,100,0,100,0,0,0,100,0,14,65,100,0,0,100,0,0,63,20,100,87,66,24,100,100,100,100,100,100,100,100,0,0
448,50,35,0,0,100,0,0,50,0,0,100,0,35,100,0,35,0,0,0,100,100,77,98,0,100,0,0,0,0,100,80,100,100,71,62,0,0,100,100,100,100,45,100,0,0
449,100,75,100,35,100,100,100,100,100,100,100,0,100,100,0,100,100,0,100,100,100,72,83,100,0,0,100,0,0,98,26,100,32,81,45,100,0,100,100,100,100,98,0,0,0
450,75,65,0,20,100,0,0,0,35,0,100,0,35,100,0,100,35,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
451,50,75,0,0,100,0,0,0,20,0,100,0,0,100,0,100,0,0,0,100,0,6,32,0,0,0,100,0,0,67,48,48,0,55,0,0,0,100,0,100,100,0,0,0,100
452,50,35,0,100,0,50,0,100,35,0,100,0,100,100,0,100,65,0,0,100,100,80,100,0,100,0,0,0,0,99,100,67,100,100,75,100,50,100,100,100,100,100,100,0,100
453,50,65,0,0,100,0,0,100,20,0,100,20,0,100,0,100,35,0,0,100,0,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
454,0,65,0,0,100,0,0,50,0,0,100,0,35,100,0,35,0,0,0,100,100,14,49,0,0,0,100,0,0,100,1,100,67,50,5,100,46,100,93,100,100,48,100,0,0
455,100,75,0,35,100,0,0,100,75,0,100,20,35,100,0,100,75,0,0,100,100,59,74,100,0,0,0,0,0,57,27,100,100,67,36,100,88,100,100,100,100,100,100,0,100
456,20,75,0,20,100,0,0,100,35,0,100,100,75,100,100,100,75,0,0,100,100,37,72,100,0,0,0,0,0,99,69,100,100,100,64,100,100,100,75,100,100,100,100,0,100
457,0,65,0,0,100,0,0,50,0,0,100,0,75,100,0,100,0,0,0,100,100,86,99,0,100,0,100,0,0,98,9,0,100,100,60,77,0,100,100,100,100,15,0,0,0
458,75,75,0,100,100,0,0,100,20,0,100,0,100,100,0,35,50,0,100,100,0,18,59,0,100,0,0,0,0,83,24,13,50,48,0,100,24,100,100,100,88,37,100,0,0
459,0,75,0,0,100,0,0,100,20,0,100,35,75,100,0,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,100,65,100,100,100,100,75,100,100,0,100,0,100,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,50,75,0,0,100,0,0,100,20,0,100,0,75,100,0,100,0,0,0,100,100,9,30,0,0,0,100,0,0,87,8,100,67,58,10,100,100,100,100,100,97,98,100,0,100
462,100,50,35,100,100,0,0,100,50,0,100,100,75,100,0,100,100,50,0,100,100,100,100,0,0,0,0,0,0,100,82,100,100,75,75,100,100,100,100,100,100,100,100,0,100
463,0,65,65,0,100,50,0,100,65,0,100,0,75,100,100,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,100,75,50,100,100,0,0,100,35,0,100,100,75,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,100,100,100,100,100,50,100,0,100,0,35,100,0,100,100,0,100,100,100,24,71,0,0,0,100,0,0,81,37,100,60,42,32,18,0,100,100,100,100,4,100,0,0
466,0,75,0,0,100,20,0,50,20,0,100,100,75,100,0,100,20,0,0,100,100,4,21,0,0,0,100,0,0,99,1,50,40,50,0,100,40,100,100,100,78,64,100,0,0
467,0,75,20,0,100,0,0,100,35,0,100,0,100,100,100,100,35,0,0,100,100,11,37,0,0,0,0,0,0,43,10,100,48,74,18,100,58,58,68,100,88,98,100,0,100
468,100,75,65,0,100,0,0,100,35,0,100,0,100,100,0,100,0,0,0,100,100,98,97,0,0,0,100,0,0,100,57,100,100,100,40,100,88,100,90,100,100,100,100,0,0
469,75,75,0,35,100,0,0,100,20,0,100,0,0,100,0,100,0,0,0,100,0,62,86,0,100,0,100,0,0,92,27,100,75,67,25,100,100,100,100,100,100,100,100,0,100
470,100,75,65,0,100,0,20,100,65,0,100,100,35,100,0,100,75,0,0,100,100,81,95,0,100,0,100,0,0,100,85,86,86,86,64,100,35,100,100,100,100,99,100,0,0
471,50,75,100,0,100,50,75,100,75,0,100,100,35,100,0,100,100,0,0,100,0,0,6,0,0,0,100,0,0,51,30,42,0,58,0,80,0,43,0,100,100,22,100,0,0
472,0,20,0,0,100,0,0,100,35,0,100,20,0,100,0,35,35,0,0,100,100,88,92,0,0,0,0,0,0,100,89,100,100,67,41,100,50,100,100,100,100,100,100,0,100
473,0,75,0,100,100,0,0,100,20,0,100,0,0,100,0,100,35,0,0,100,0,18,79,0,100,0,100,0,0,79,0,100,100,100,81,53,0,100,100,100,100,76,100,0,0
474,0,75,0,0,100,0,0,100,20,0,100,0,0,100,0,100,35,0,0,100,100,89,99,0,100,0,100,0,0,98,54,88,100,100,67,45,36,67,100,100,100,100,100,0,100
475,35,75,0,100,100,0,0,50,35,0,100,35,0,100,0,100,75,0,0,100,100,28,68,0,0,0,100,0,0,99,25,100,100,49,19,88,49,100,100,100,88,100,100,0,0
476,0,75,0,0,100,0,0,50,0,0,100,0,0,100,0,100,0,0,0,100,100,49,73,0,100,0,100,0,0,74,5,100,100,58,75,88,44,100,100,100,100,98,100,0,0
477,20,75,0,0,100,0,0,50,20,0,100,0,100,100,0,100,0,0,0,0,100,100,100,100,0,0,0,0,0,100,76,100,100,100,100,100,31,100,50,100,100,100,100,0,100
478,50,75,0,0,100,75,0,100,35,0,100,0,100,100,0,100,100,50,100,100,100,0,7,0,0,0,100,0,0,21,0,46,0,49,0,67,0,48,100,100,91,6,0,0,0
479,75,75,0,0,100,100,0,100,20,0,100,0,75,100,0,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,75,75,0,100,100,50,0,100,75,0,100,35,35,100,0,100,35,0,100,0,100,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
481,75,75,0,100,100,100,0,100,75,0,100,0,35,100,0,100,100,75,100,0,0,57,78,0,0,0,0,0,0,76,53,100,100,100,67,100,100,66,67,100,100,100,0,0,100
482,0,75,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,0,100,0,100,66,74,0,0,0,0,0,0,100,26,100,100,100,50,63,55,100,56,100,100,100,0,0,100
483,100,75,75,100,100,100,100,100,100,50,100,100,75,100,0,100,75,100,100,0,0,50,78,100,0,0,100,0,0,99,9,45,100,100,2,67,45,100,100,100,100,99,100,0,0
484,0,75,100,35,100,100,100,100,100,100,100,0,100,100,0,100,100,0,100,100,0,93,90,100,100,0,0,0,0,100,92,100,88,100,75,100,100,100,100,100,100,100,100,0,100
485,0,75,35,20,100,0,0,100,65,0,100,20,75,100,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,75,0,100,100,100,20,100,50,0,100,35,100,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,50,75,50,100,100,50,0,100,75,0,100,35,75,100,0,100,50,0,100,0,100,100,100,100,0,0,0,0,0,96,98,100,100,100,100,100,100,100,100,100,100,100,100,0,100
488,75,75,0,35,100,100,0,100,50,0,100,0,0,100,0,100,75,0,100,0,100,98,96,100,100,0,0,0,0,100,89,100,100,100,73,88,67,88,58,100,100,100,0,0,100
489,0,0,50,20,100,50,0,50,75,0,100,0,75,100,0,100,100,0,100,0,100,97,97,100,100,0,0,0,0,100,48,100,100,100,68,100,100,80,75,100,100,100,0,0,100
490,75,20,0,100,100,100,0,100,65,0,100,0,0,100,0,100,100,0,100,0,0,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
491,0,65,20,20,0,100,0,100,35,0,100,0,75,100,0,100,35,50,100,0,100,45,92,100,100,0,0,0,0,91,0,100,100,88,20,39,0,100,6,100,100,92,0,0,100
492,100,75,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,0,100,100,100,22,42,0,0,0,100,0,0,100,10,7,100,100,0,0,0,100,100,100,100,13,100,0,0
493,75,65,20,100,100,75,0,50,65,0,100,0,0,100,0,100,100,0,100,100,100,96,96,100,100,0,0,0,0,0,92,100,100,100,46,100,100,100,100,100,100,100,100,0,100
494,0,75,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,100,100,0,100,99,99,100,100,0,0,0,0,100,93,100,100,100,71,100,100,100,100,100,100,100,100,0,100
495,0,0,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,0,100,0,100,99,99,100,100,0,0,0,0,100,93,100,100,100,62,100,100,100,100,100,100,100,100,0,100
496,0,75,0,0,100,50,20,100,20,0,100,0,75,100,0,100,20,0,100,100,100,2,14,0,0,0,100,0,0,100,0,0,100,100,14,0,0,100,0,100,100,2,100,0,100
497,0,75,100,100,100,100,100,50,75,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,0,0,100,0,0,100,94,100,100,100,100,100,100,100,52,100,100,100,100,0,100
498,0,75,50,100,100,75,0,100,75,0,100,35,75,100,0,100,75,0,100,0,100,95,91,100,100,0,0,0,0,100,100,100,100,100,64,100,100,100,100,100,100,100,0,0,100
499,100,75,100,100,100,100,75,100,100,50,100,100,75,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,75,65,0,100,100,75,0,50,65,0,100,0,0,100,0,100,100,0,100,100,100,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
501,0,75,75,0,0,50,0,100,35,0,100,35,100,100,0,100,75,0,0,100,100,88,100,0,100,0,0,0,0,100,66,100,100,100,100,88,75,88,94,100,100,100,100,0,100
502,50,75,50,0,100,20,0,100,35,0,100,35,100,100,0,100,50,0,0,100,100,45,87,0,100,0,100,0,0,68,17,100,27,58,27,46,12,32,23,100,84,99,100,0,0
503,50,65,0,0,100,0,0,50,0,0,100,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,50,50,0,0,100,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,100,75,65,100,100,75,50,100,100,0,100,100,100,100,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,100,75,0,20,100,20,50,100,35,0,100,0,75,100,0,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,75,75,0,20,100,0,0,50,0,0,100,0,35,100,0,35,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,0,65,35,0,100,0,0,100,35,0,100,0,75,100,0,100,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,100,75,50,35,100,50,0,100,50,0,100,0,75,100,0,100,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,0,75,100,100,100,100,100,75,50,100,0,0,100,0,100,35,0,50,100,100,100,100,0,100,0,0,0,0,100,66,100,100,100,100,100,100,100,100,100,100,100,100,0,100
511,0,75,75,35,100,75,100,100,75,0,100,0,100,100,0,100,100,75,100,100,100,13,32,0,0,0,0,0,0,100,6,100,100,50,11,100,100,100,100,100,100,100,100,0,0
512,0,75,75,100,100,75,100,100,100,0,100,0,100,100,0,100,100,75,100,100,100,91,96,100,100,0,0,0,0,100,5,100,100,88,36,100,100,100,100,100,100,100,100,0,100
513,0,75,75,0,100,75,100,100,75,0,100,0,100,100,0,100,100,75,100,100,100,71,88,100,100,0,0,0,0,100,3,100,100,88,36,100,100,100,100,100,100,100,100,0,100
514,0,75,75,100,100,75,100,100,100,0,100,0,100,100,0,100,100,75,100,100,100,97,98,100,100,0,0,0,0,100,7,100,100,88,36,100,100,100,100,100,100,100,100,0,100
515,0,75,75,100,100,75,100,100,100,0,100,0,100,100,0,100,100,75,100,100,100,77,86,100,100,0,0,0,0,100,7,100,100,100,36,100,100,100,100,100,100,100,100,0,100
516,0,65,65,0,0,20,0,100,35,0,100,35,100,100,0,100,75,0,0,100,100,92,99,0,100,0,100,0,0,67,17,100,67,67,43,45,8,50,48,100,100,98,100,0,0
517,75,75,50,0,100,0,0,100,50,0,100,20,100,100,0,100,50,0,0,100,100,3,18,100,100,0,100,0,0,24,96,87,87,100,67,100,100,100,72,100,100,100,0,0,100
